,YEAR,LocationDesc,TopicDesc,MeasureDesc,Response,Data_Value,Sample_Size,Gender,Race,Age
5905,2016,Colorado,E-Cigarette Use (Adults),Frequency of Use,Some Days,67.9,251,Male,All Races,All Ages
5906,2018,Massachusetts,E-Cigarette Use (Adults),User Status,Current,7,2742,Male,All Races,All Ages
5907,2017,Ohio,E-Cigarette Use (Adults),User Status,Current,6.6,4917,Male,All Races,All Ages
5908,2017,Georgia,Cigarette Use (Adults),Smoking Frequency,Some Days,37.2,462,Male,All Races,All Ages
5909,2018,Nevada,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,42.8,165,Female,All Races,All Ages
5910,2017,Pennsylvania,E-Cigarette Use (Adults),User Status,Current,5.9,2927,Male,All Races,All Ages
5911,2018,Arkansas,Smokeless Tobacco Use (Adults),Current Use,,8.3,1756,Overall,All Races,Age 20 and Older
5912,2017,Virginia,Smokeless Tobacco Use (Adults),Current Use,,4,9336,Overall,All Races,All Ages
5913,2017,Vermont,E-Cigarette Use (Adults),User Status,Current,3,6177,Overall,All Races,All Ages
5914,2017,New Jersey,Smokeless Tobacco Use (Adults),Current Use,,3.5,717,Overall,All Races,Age 20 and Older
5915,2017,Texas,E-Cigarette Use (Adults),User Status,Former,14.4,6820,Female,All Races,All Ages
5916,2018,New Mexico,Smokeless Tobacco Use (Adults),User Status,Not Current,95.5,6496,Overall,All Races,All Ages
5917,2017,Puerto Rico,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,53.8,126,Female,All Races,All Ages
5918,2017,District of Columbia,Cigarette Use (Adults),Current Smoking,,14.4,1074,Overall,All Races,25 to 44 Years
5919,2018,Puerto Rico,Smokeless Tobacco Use (Adults),Current Use,,0.4,2955,Female,All Races,All Ages
5920,2016,Kentucky,E-Cigarette Use (Adults),User Status,Current,5.6,10000,Overall,All Races,All Ages
5921,2018,Arkansas,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,38.1,226,Overall,All Races,All Ages
5922,2017,Colorado,Cigarette Use (Adults),Current Smoking,,10.7,6304,Overall,All Races,Age 25 and Older
5923,2018,Tennessee,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,29.6,223,Male,All Races,All Ages
5924,2018,North Carolina,Cigarette Use (Adults),Smoking Frequency,Every Day,73.1,369,Female,All Races,All Ages
5925,2018,New York,E-Cigarette Use (Adults),Current Use,,4.7,8546,Overall,All Races,Age 25 and Older
5926,2017,North Dakota,E-Cigarette Use (Adults),Current Use,,5.8,1827,Overall,All Races,Age 20 and Older
5927,2017,Connecticut,E-Cigarette Use (Adults),User Status,Never,82.1,4350,Male,All Races,All Ages
5928,2018,Washington,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,57.2,321,Overall,All Races,All Ages
5929,2016,Kansas,Cigarette Use (Adults),Current Smoking,,24.7,3081,Overall,All Races,Age 20 and Older
5930,2018,Wisconsin,Smokeless Tobacco Use (Adults),User Status,Current,3.5,4776,Overall,All Races,All Ages
5931,2016,Colorado,Smokeless Tobacco Use (Adults),User Status,Current,7,6233,Male,All Races,All Ages
5932,2018,North Dakota,Cigarette Use (Adults),Smoking Frequency,Every Day,73.1,796,Overall,All Races,All Ages
5933,2018,Mississippi,E-Cigarette Use (Adults),Current Use,,8.6,1213,Overall,All Races,25 to 44 Years
5934,2017,New York,E-Cigarette Use (Adults),Current Use,,2.7,1017,Overall,All Races,Age 20 and Older
5935,2017,South Carolina,Cigarette Use (Adults),Smoking Status,Never,62.1,6408,Female,All Races,All Ages
5936,2016,Illinois,Cigarette Use (Adults),Smoking Frequency,Some Days,32.4,623,Overall,All Races,All Ages
5937,2017,Pennsylvania,Smokeless Tobacco Use (Adults),Current Use,,7.6,490,Overall,All Races,18 to 24 Years
5938,2017,Indiana,Smokeless Tobacco Use (Adults),Current Use,,3.9,7756,Overall,All Races,Age 20 and Older
5939,2018,Utah,Cigarette Use (Adults),Current Smoking,,20.9,488,Overall,All Races,Age 20 and Older
5940,2017,Guam,Cigarette Use (Adults),Smoking Frequency,Every Day,67.8,176,Male,All Races,All Ages
5941,2018,Hawaii,E-Cigarette Use (Adults),User Status,Former,20.3,7188,Overall,All Races,All Ages
5942,2018,Wisconsin,E-Cigarette Use (Adults),Current Use,,3.7,2322,Female,All Races,All Ages
5943,2018,Wyoming,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,33.9,274,Overall,All Races,All Ages
5944,2018,Vermont,Cigarette Use (Adults),Current Smoking,,14.3,2591,Overall,All Races,45 to 64 Years
5945,2018,South Dakota,Cigarette Use (Adults),Smoking Status,Former,22.1,3774,Female,All Races,All Ages
5946,2017,Rhode Island,Smokeless Tobacco Use (Adults),Current Use,,2.1,5415,Overall,All Races,All Ages
5947,2017,Mississippi,Cigarette Use (Adults),Current Smoking,,38.8,502,Overall,All Races,Age 20 and Older
5948,2016,Arizona,Smokeless Tobacco Use (Adults),Current Use,,2.4,7235,Overall,All Races,Age 25 and Older
5949,2016,California,Smokeless Tobacco Use (Adults),User Status,Not Current,98.3,10450,Overall,All Races,All Ages
5950,2018,Rhode Island,E-Cigarette Use (Adults),Current Use,,7.4,2323,Male,All Races,All Ages
5951,2017,Vermont,Smokeless Tobacco Use (Adults),Current Use,,2,4248,Overall,All Races,Age 20 and Older
5952,2016,Iowa,Cigarette Use (Adults),Smoking Status,Former,29.6,3102,Male,All Races,All Ages
5953,2018,Michigan,Cigarette Use (Adults),Smoking Status,Current,16.9,5275,Female,All Races,All Ages
5954,2018,Connecticut,E-Cigarette Use (Adults),User Status,Current,7.4,4449,Male,All Races,All Ages
5955,2018,Washington,Smokeless Tobacco Use (Adults),User Status,Not Current,97.1,12575,Overall,All Races,All Ages
5956,2017,Iowa,E-Cigarette Use (Adults),Frequency of Use,Some Days,66.9,228,Overall,All Races,All Ages
5957,2017,Wyoming,E-Cigarette Use (Adults),Frequency of Use,Some Days,52.3,158,Overall,All Races,All Ages
5958,2017,Oklahoma,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,50.7,307,Male,All Races,All Ages
5959,2017,Minnesota,E-Cigarette Use (Adults),Current Use,,11.2,1085,Overall,All Races,18 to 24 Years
5960,2017,Idaho,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,,Female,All Races,All Ages
5961,2017,Connecticut,Cigarette Use (Adults),Smoking Status,Never,64,5679,Female,All Races,All Ages
5962,2017,Virginia,Smokeless Tobacco Use (Adults),User Status,Current,6.9,4073,Male,All Races,All Ages
5963,2017,Florida,Cigarette Use (Adults),Current Smoking,,18.3,7382,Overall,All Races,45 to 64 Years
5964,2018,Oklahoma,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,,Female,All Races,All Ages
5965,2017,Maine,Cigarette Use (Adults),Current Smoking,,25.7,2582,Overall,All Races,Age 20 and Older
5966,2017,North Dakota,Cigarette Use (Adults),Smoking Frequency,Every Day,70.2,515,Female,All Races,All Ages
5967,2016,Kansas,Cigarette Use (Adults),Smoking Status,Current,15.7,6464,Female,All Races,All Ages
5968,2016,California,Cigarette Use (Adults),Current Smoking,,14.1,1588,Overall,All Races,Age 25 and Older
5969,2017,South Carolina,E-Cigarette Use (Adults),User Status,Never,75.6,4459,Male,All Races,All Ages
5970,2018,New York,Cigarette Use (Adults),Current Smoking,,9.5,20680,Overall,All Races,Age 25 and Older
5971,2017,Florida,Smokeless Tobacco Use (Adults),Current Use,,1.6,7687,Overall,All Races,65 Years and Older
5972,2017,California,Smokeless Tobacco Use (Adults),User Status,Current,2.6,4284,Male,All Races,All Ages
5973,2016,Illinois,Smokeless Tobacco Use (Adults),Current Use,,4.6,990,Overall,All Races,Age 20 and Older
5974,2018,Guam,E-Cigarette Use (Adults),Current Use,,7.1,428,Overall,All Races,25 to 44 Years
5975,2017,Mississippi,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,42.2,1062,Female,All Races,All Ages
5976,2018,Louisiana,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,,Female,All Races,All Ages
5977,2018,Vermont,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,69.5,1448,Male,All Races,All Ages
5978,2017,Tennessee,Cigarette Use (Adults),Current Smoking,,23.2,873,Female,All Races,18 to 44 Years
5979,2017,Wisconsin,E-Cigarette Use (Adults),Frequency of Use,Some Days,62.6,162,Overall,All Races,All Ages
5980,2017,Utah,E-Cigarette Use (Adults),Frequency of Use,Every Day,46.8,376,Overall,All Races,All Ages
5981,2016,Indiana,Cigarette Use (Adults),Current Smoking,,13.6,6172,Overall,All Races,Age 20 and Older
5982,2017,Wyoming,Smokeless Tobacco Use (Adults),Current Use,,11,178,Overall,All Races,Age 25 and Older
5983,2017,Connecticut,E-Cigarette Use (Adults),Current Use,,2,5659,Female,All Races,All Ages
5984,2017,Utah,Cigarette Use (Adults),Current Smoking,,5.7,6399,Overall,All Races,Age 25 and Older
5985,2018,Nevada,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,63.4,741,Male,All Races,All Ages
5986,2017,Puerto Rico,E-Cigarette Use (Adults),Current Use,,1.7,2198,Overall,All Races,Age 25 and Older
5987,2017,Rhode Island,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,63.4,1118,Male,All Races,All Ages
5988,2016,Alaska,Cigarette Use (Adults),Current Smoking,,23.9,661,Overall,All Races,25 to 44 Years
5989,2017,Louisiana,Smokeless Tobacco Use (Adults),Current Use,,0.7,756,Female,All Races,18 to 44 Years
5990,2017,North Dakota,Cigarette Use (Adults),Current Smoking,,34,360,Overall,All Races,Age 20 and Older
5991,2018,Colorado,Smokeless Tobacco Use (Adults),Current Use,,6.8,3992,Male,All Races,All Ages
5992,2017,South Dakota,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,52.2,422,Female,All Races,All Ages
5993,2017,Ohio,E-Cigarette Use (Adults),User Status,Never,75.5,11858,Overall,All Races,All Ages
5994,2018,Mississippi,Smokeless Tobacco Use (Adults),User Status,Not Current,98.5,3412,Female,All Races,All Ages
5995,2017,Wyoming,Cigarette Use (Adults),Smoking Status,Current,18.4,2348,Female,All Races,All Ages
5996,2018,South Dakota,Smokeless Tobacco Use (Adults),Current Use,,9.7,1417,Overall,All Races,25 to 44 Years
5997,2018,Utah,Smokeless Tobacco Use (Adults),Current Use,,3.3,3309,Overall,All Races,45 to 64 Years
5998,2016,Indiana,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,49.9,311,Overall,All Races,All Ages
5999,2016,Delaware,E-Cigarette Use (Adults),Current Use,,2.9,2191,Overall,All Races,Age 25 and Older
6000,2017,Virginia,Smokeless Tobacco Use (Adults),Current Use,,5,625,Overall,All Races,Age 20 and Older
6001,2017,Iowa,Cigarette Use (Adults),Current Smoking,,13,4676,Overall,All Races,Age 20 and Older
6002,2017,Wisconsin,E-Cigarette Use (Adults),Current Use,,5.2,1550,Overall,All Races,Age 20 and Older
6003,2018,Idaho,E-Cigarette Use (Adults),User Status,Never,74,3232,Overall,All Races,All Ages
6004,2018,Guam,Cigarette Use (Adults),Smoking Status,Current,28.3,697,Male,All Races,All Ages
6005,2017,Texas,Cigarette Use (Adults),Smoking Frequency,Every Day,57.2,695,Male,All Races,All Ages
6006,2018,Florida,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,55.7,440,Male,All Races,All Ages
6007,2016,Alaska,Smokeless Tobacco Use (Adults),User Status,Not Current,93.7,2796,Overall,All Races,All Ages
6008,2017,West Virginia,Cigarette Use (Adults),Current Smoking,,19.3,2855,Overall,All Races,Age 20 and Older
6009,2017,Connecticut,Cigarette Use (Adults),Current Smoking,,12.7,1140,Female,All Races,18 to 44 Years
6010,2018,Wyoming,E-Cigarette Use (Adults),User Status,Former,23.6,1854,Male,All Races,All Ages
6011,2017,Minnesota,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,64.2,3272,Female,All Races,All Ages
6012,2018,Alabama,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,60.3,295,Overall,All Races,All Ages
6013,2017,Hawaii,Cigarette Use (Adults),Current Smoking,,16.1,3504,Male,All Races,All Ages
6014,2017,Iowa,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,41,302,Male,All Races,All Ages
6015,2017,Rhode Island,Cigarette Use (Adults),Smoking Status,Former,29.9,2294,Male,All Races,All Ages
6016,2016,Arizona,Smokeless Tobacco Use (Adults),Current Use,,0.9,6173,Female,All Races,All Ages
6017,2017,Puerto Rico,Smokeless Tobacco Use (Adults),Current Use,,0.8,1531,Overall,All Races,45 to 64 Years
6018,2017,Montana,Cigarette Use (Adults),Smoking Frequency,Every Day,70.8,952,Overall,All Races,All Ages
6019,2018,Missouri,Cigarette Use (Adults),Smoking Frequency,Some Days,24.5,551,Female,All Races,All Ages
6020,2018,Alaska,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,60.8,157,Female,All Races,All Ages
6021,2016,Colorado,Smokeless Tobacco Use (Adults),Current Use,,3,5418,Overall,All Races,45 to 64 Years
6022,2018,Kansas,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,36.5,495,Overall,All Races,All Ages
6023,2017,Nebraska,Cigarette Use (Adults),Current Smoking,,19.4,3369,Overall,All Races,25 to 44 Years
6024,2018,District of Columbia,Smokeless Tobacco Use (Adults),Current Use,,2,972,Overall,All Races,25 to 44 Years
6025,2018,Arizona,Cigarette Use (Adults),Current Smoking,,15.5,3514,Male,All Races,All Ages
6026,2017,Colorado,Cigarette Use (Adults),Current Smoking,,22.3,1633,Overall,All Races,Age 25 and Older
6027,2017,Nebraska,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,68.5,756,Male,All Races,All Ages
6028,2017,Illinois,Smokeless Tobacco Use (Adults),Current Use,,2.4,3541,Overall,All Races,Age 25 and Older
6029,2016,Kentucky,E-Cigarette Use (Adults),Frequency of Use,Every Day,38.4,453,Overall,All Races,All Ages
6030,2016,Illinois,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,57.2,89,Male,All Races,All Ages
6031,2018,New York,Cigarette Use (Adults),Current Smoking,,12.8,33879,Overall,All Races,All Ages
6032,2017,New York,Smokeless Tobacco Use (Adults),Current Use,,2.7,2443,Overall,All Races,Age 25 and Older
6033,2018,North Dakota,Smokeless Tobacco Use (Adults),Current Use,,8.8,1459,Overall,All Races,Age 20 and Older
6034,2017,Pennsylvania,Smokeless Tobacco Use (Adults),Current Use,,3.4,2457,Overall,All Races,45 to 64 Years
6035,2018,Delaware,Cigarette Use (Adults),Current Smoking,,10.5,295,Overall,All Races,18 to 24 Years
6036,2018,Indiana,Cigarette Use (Adults),Current Smoking,,38.7,562,Overall,All Races,Age 20 and Older
6037,2016,Guam,Cigarette Use (Adults),Current Smoking,,40.3,120,Overall,All Races,Age 25 and Older
6038,2017,Ohio,E-Cigarette Use (Adults),User Status,Former,20.7,4917,Male,All Races,All Ages
6039,2017,Texas,E-Cigarette Use (Adults),Current Use,,4.2,7343,Overall,All Races,Age 20 and Older
6040,2016,Hawaii,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,,Female,All Races,All Ages
6041,2016,Arizona,Cigarette Use (Adults),Current Smoking,,18.6,1559,Overall,All Races,25 to 44 Years
6042,2018,Massachusetts,Cigarette Use (Adults),Smoking Status,Never,64.3,3477,Female,All Races,All Ages
6043,2018,Colorado,Cigarette Use (Adults),Smoking Frequency,Every Day,64.3,584,Male,All Races,All Ages
6044,2017,Maryland,Cigarette Use (Adults),Current Smoking,,10.4,452,Overall,All Races,18 to 24 Years
6045,2018,Virginia,E-Cigarette Use (Adults),Frequency of Use,Some Days,59.9,336,Overall,All Races,All Ages
6046,2018,Minnesota,Smokeless Tobacco Use (Adults),Current Use,,1.2,2575,Female,All Races,18 to 44 Years
6047,2018,Maine,Smokeless Tobacco Use (Adults),Current Use,,1.1,995,Female,All Races,18 to 44 Years
6048,2018,Arkansas,Cigarette Use (Adults),Current Smoking,,27,1752,Overall,All Races,Age 20 and Older
6049,2018,Colorado,Smokeless Tobacco Use (Adults),User Status,Current,6.8,3992,Male,All Races,All Ages
6050,2017,Maryland,Cigarette Use (Adults),Current Smoking,,13.8,12944,Overall,All Races,All Ages
6051,2017,Hawaii,E-Cigarette Use (Adults),User Status,Current,2.7,3882,Female,All Races,All Ages
6052,2018,South Carolina,Cigarette Use (Adults),Smoking Frequency,Some Days,30.8,819,Female,All Races,All Ages
6053,2018,Kansas,Cigarette Use (Adults),Smoking Frequency,Some Days,27.6,758,Female,All Races,All Ages
6054,2016,Idaho,Smokeless Tobacco Use (Adults),User Status,Current,1.1,2944,Female,All Races,All Ages
6055,2016,Kansas,Cigarette Use (Adults),Current Smoking,,17.2,11548,Overall,All Races,All Ages
6056,2017,Rhode Island,E-Cigarette Use (Adults),Current Use,,4.4,3058,Female,All Races,All Ages
6057,2018,Mississippi,E-Cigarette Use (Adults),Current Use,,5.8,1561,Overall,All Races,Age 25 and Older
6058,2017,Massachusetts,E-Cigarette Use (Adults),Current Use,,1.1,2371,Overall,All Races,65 Years and Older
6059,2016,Delaware,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,59.6,918,Female,All Races,All Ages
6060,2017,Texas,Smokeless Tobacco Use (Adults),Current Use,,6,2660,Overall,All Races,Age 20 and Older
6061,2017,Arizona,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,55,362,Overall,All Races,All Ages
6062,2017,New Hampshire,Smokeless Tobacco Use (Adults),Current Use,,0.5,3181,Female,All Races,All Ages
6063,2018,New Hampshire,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,50.1,77,Overall,All Races,All Ages
6064,2017,Iowa,Cigarette Use (Adults),Smoking Frequency,Every Day,73.3,547,Female,All Races,All Ages
6065,2017,Kentucky,Cigarette Use (Adults),Smoking Frequency,Some Days,21.1,1748,Overall,All Races,All Ages
6066,2017,Vermont,Cigarette Use (Adults),Current Smoking,,15.6,2540,Overall,All Races,45 to 64 Years
6067,2018,Wisconsin,Smokeless Tobacco Use (Adults),User Status,Not Current,96.5,4776,Overall,All Races,All Ages
6068,2017,New York,E-Cigarette Use (Adults),User Status,Never,82.3,11419,Overall,All Races,All Ages
6069,2017,Kansas,E-Cigarette Use (Adults),Current Use,,5.7,9653,Male,All Races,All Ages
6070,2018,Texas,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,53.6,453,Female,All Races,All Ages
6071,2017,Arizona,E-Cigarette Use (Adults),Frequency of Use,Some Days,68.2,235,Female,All Races,All Ages
6072,2016,Illinois,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,44,106,Overall,All Races,All Ages
6073,2017,Oklahoma,Smokeless Tobacco Use (Adults),Current Use,,5.3,3864,Overall,All Races,Age 25 and Older
6074,2017,Alabama,E-Cigarette Use (Adults),Current Use,,4.9,6441,Overall,All Races,All Ages
6075,2018,North Carolina,Cigarette Use (Adults),Current Smoking,,14.9,2455,Female,All Races,All Ages
6076,2017,Indiana,Smokeless Tobacco Use (Adults),Current Use,,4.9,13233,Overall,All Races,All Ages
6077,2016,Florida,Smokeless Tobacco Use (Adults),User Status,Current,4.8,14860,Male,All Races,All Ages
6078,2018,Tennessee,E-Cigarette Use (Adults),Current Use,,7.1,1934,Male,All Races,All Ages
6079,2018,Idaho,Smokeless Tobacco Use (Adults),Current Use,,0.8,1821,Female,All Races,All Ages
6080,2017,Pennsylvania,Cigarette Use (Adults),Current Smoking,,15,489,Overall,All Races,18 to 24 Years
6081,2018,Oregon,E-Cigarette Use (Adults),Frequency of Use,Every Day,35.8,104,Female,All Races,All Ages
6082,2018,Montana,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,36.1,304,Overall,All Races,All Ages
6083,2017,Indiana,E-Cigarette Use (Adults),Current Use,,6.2,4114,Overall,All Races,Age 25 and Older
6084,2018,South Carolina,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,46.5,308,Overall,All Races,All Ages
